Y_pestis_CO92_2014	Y_pestis_CO92	Similarity_Y_pestis_CO92_2014.to.Y_pestis_CO92	Similarity_Y_pestis_CO92.to.Y_pestis_CO92_2014
KGA53626.1	gnl|YPES214092|GKDD-97-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-2897-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-3357-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-3239-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-3154-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-3105-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-3021-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-293-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-2823-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-2218-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-2768-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-2746-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-2716-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-2676-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-2625-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-2495-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-3388-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-344-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-3566-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-3639-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-458-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-466-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-509-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-557-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-661-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-976-MONOMER	100.0	100.0
KGA52134.1	gnl|YPES214092|GKDD-3116-MONOMER	100.0	100.0
KGA52135.1	gnl|YPES214092|GKDD-3238-MONOMER	100.0	100.0
KGA52136.1	gnl|YPES214092|GKDD-3147-MONOMER	100.0	100.0
KGA52137.1	gnl|YPES214092|GKDD-3135-MONOMER	100.0	100.0
KGA52138.1	gnl|YPES214092|GKDD-3234-MONOMER	100.0	100.0
KGA52139.1	gnl|YPES214092|GKDD-3139-MONOMER	100.0	100.0
KGA52140.1	gnl|YPES214092|GKDD-3160-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-24-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-197-MONOMER	100.0	100.0
KGA52142.1	gnl|YPES214092|GKDD-117-MONOMER	100.0	100.0
KGA52114.1	gnl|YPES214092|GKDD-105-MONOMER	100.0	100.0
KGA52123.1	gnl|YPES214092|GKDD-131-MONOMER	100.0	100.0
KGA52121.1	gnl|YPES214092|GKDD-110-MONOMER	100.0	100.0
KGA52118.1	gnl|YPES214092|GKDD-107-MONOMER	100.0	100.0
KGA52117.1	gnl|YPES214092|GKDD-3119-MONOMER	100.0	100.0
KGA52116.1	gnl|YPES214092|GKDD-106-MONOMER	100.0	100.0
KGA52115.1	gnl|YPES214092|GKDD-3158-MONOMER	100.0	100.0
KGA52113.1	gnl|YPES214092|GKDD-3140-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-1922-MONOMER	100.0	100.0
KGA52112.1	gnl|YPES214092|GKDD-120-MONOMER	100.0	100.0
KGA52111.1	gnl|YPES214092|GKDD-101-MONOMER	100.0	100.0
KGA52109.1	gnl|YPES214092|GKDD-161-MONOMER	100.0	100.0
KGA52108.1	gnl|YPES214092|GKDD-108-MONOMER	100.0	100.0
KGA52107.1	gnl|YPES214092|GKDD-3152-MONOMER	100.0	100.0
KGA52106.1	gnl|YPES214092|GKDD-3225-MONOMER	100.0	100.0
KGA52124.1	gnl|YPES214092|GKDD-3206-MONOMER	100.0	100.0
KGA52125.1	gnl|YPES214092|GKDD-3226-MONOMER	100.0	100.0
KGA52126.1	gnl|YPES214092|GKDD-164-MONOMER	100.0	100.0
KGA52127.1	gnl|YPES214092|GKDD-3166-MONOMER	100.0	100.0
KGA52128.1	gnl|YPES214092|GKDD-3183-MONOMER	100.0	100.0
KGA52129.1	gnl|YPES214092|GKDD-3249-MONOMER	100.0	100.0
KGA52130.1	gnl|YPES214092|GKDD-3220-MONOMER	100.0	100.0
KGA52131.1	gnl|YPES214092|GKDD-126-MONOMER	100.0	100.0
KGA52132.1	gnl|YPES214092|GKDD-3176-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-1106-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-1115-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-1162-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-1202-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-1356-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-1364-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-1449-MONOMER	100.0	100.0
KGA52133.1	gnl|YPES214092|GKDD-1529-MONOMER	100.0	100.0
KGA52141.1	gnl|YPES214092|GKDD-3114-MONOMER	100.0	100.0
KGA52142.1	gnl|YPES214092|GKDD-3311-MONOMER	100.0	100.0
KGA52104.1	gnl|YPES214092|GKDD-144-MONOMER	100.0	100.0
KGA52186.1	gnl|YPES214092|GKDD-125-MONOMER	100.0	100.0
KGA52194.1	gnl|YPES214092|GKDD-3212-MONOMER	100.0	100.0
KGA52193.1	gnl|YPES214092|GKDD-112-MONOMER	100.0	100.0
KGA52192.1	gnl|YPES214092|GKDD-3214-MONOMER	100.0	100.0
KGA52191.1	gnl|YPES214092|GKDD-3209-MONOMER	100.0	100.0
KGA52190.1	gnl|YPES214092|GKDD-3187-MONOMER	100.0	100.0
KGA52188.1	gnl|YPES214092|GKDD-3133-MONOMER	100.0	100.0
KGA52185.1	gnl|YPES214092|GKDD-3228-MONOMER	100.0	100.0
KGA52176.1	gnl|YPES214092|GKDD-3159-MONOMER	100.0	100.0
KGA52184.1	gnl|YPES214092|GKDD-146-MONOMER	100.0	100.0
KGA52183.1	gnl|YPES214092|GKDD-136-MONOMER	100.0	100.0
KGA52181.1	gnl|YPES214092|GKDD-3197-MONOMER	100.0	100.0
KGA52180.1	gnl|YPES214092|GKDD-3170-MONOMER	100.0	100.0
KGA52179.1	gnl|YPES214092|GKDD-3148-MONOMER	100.0	100.0
KGA52178.1	gnl|YPES214092|GKDD-3161-MONOMER	100.0	100.0
KGA52195.1	gnl|YPES214092|GKDD-3123-MONOMER	100.0	100.0
KGA52196.1	gnl|YPES214092|GKDD-3216-MONOMER	100.0	100.0
KGA52197.1	gnl|YPES214092|GKDD-3149-MONOMER	100.0	100.0
KGA52198.1	gnl|YPES214092|GKDD-138-MONOMER	100.0	100.0
KGA52199.1	gnl|YPES214092|GKDD-134-MONOMER	100.0	100.0
KGA52200.1	gnl|YPES214092|GKDD-3172-MONOMER	100.0	100.0
KGA52201.1	gnl|YPES214092|GKDD-3173-MONOMER	100.0	100.0
KGA52202.1	gnl|YPES214092|GKDD-3146-MONOMER	100.0	100.0
KGA52203.1	gnl|YPES214092|GKDD-3237-MONOMER	100.0	100.0
KGA52204.1	gnl|YPES214092|GKDD-3246-MONOMER	100.0	100.0
KGA52205.1	gnl|YPES214092|GKDD-141-MONOMER	100.0	100.0
KGA52206.1	gnl|YPES214092|GKDD-3207-MONOMER	100.0	100.0
KGA52207.1	gnl|YPES214092|GKDD-118-MONOMER	100.0	100.0
KGA52207.1	gnl|YPES214092|GKDD-3312-MONOMER	100.0	100.0
KGA52207.1	gnl|YPES214092|GKDD-3762-MONOMER	100.0	100.0
KGA52207.1	gnl|YPES214092|GKDD-3864-MONOMER	100.0	100.0
KGA52207.1	gnl|YPES214092|GKDD-3901-MONOMER	100.0	100.0
KGA52177.1	gnl|YPES214092|GKDD-3178-MONOMER	100.0	100.0
KGA52175.1	gnl|YPES214092|GKDD-3253-MONOMER	100.0	100.0
KGA52142.1	gnl|YPES214092|GKDD-3516-MONOMER	100.0	100.0
KGA52145.1	gnl|YPES214092|GKDD-3122-MONOMER	100.0	100.0
KGA52152.1	gnl|YPES214092|GKDD-3189-MONOMER	100.0	100.0
KGA52151.1	gnl|YPES214092|GKDD-3196-MONOMER	100.0	100.0
KGA52150.1	gnl|YPES214092|GKDD-132-MONOMER	100.0	100.0
KGA52149.1	gnl|YPES214092|GKDD-3213-MONOMER	100.0	100.0
KGA52147.1	gnl|YPES214092|GKDD-3236-MONOMER	100.0	100.0
KGA52146.1	gnl|YPES214092|GKDD-3109-MONOMER	100.0	100.0
KGA52144.1	gnl|YPES214092|GKDD-124-MONOMER	100.0	100.0
KGA52173.1	gnl|YPES214092|GKDD-153-MONOMER	100.0	100.0
KGA52143.1	gnl|YPES214092|GKDD-3137-MONOMER	100.0	100.0
KGA52142.1	gnl|YPES214092|GKDD-936-MONOMER	100.0	100.0
KGA52142.1	gnl|YPES214092|GKDD-717-MONOMER	100.0	100.0
KGA52142.1	gnl|YPES214092|GKDD-3902-MONOMER	100.0	100.0
KGA52142.1	gnl|YPES214092|GKDD-3865-MONOMER	100.0	100.0
KGA52142.1	gnl|YPES214092|GKDD-3763-MONOMER	100.0	100.0
KGA52153.1	gnl|YPES214092|GKDD-3157-MONOMER	100.0	100.0
KGA52154.1	gnl|YPES214092|GKDD-3221-MONOMER	100.0	100.0
KGA52156.1	gnl|YPES214092|GKDD-3150-MONOMER	100.0	100.0
KGA52157.1	gnl|YPES214092|GKDD-3165-MONOMER	100.0	100.0
KGA52158.1	gnl|YPES214092|GKDD-143-MONOMER	100.0	100.0
KGA52160.1	gnl|YPES214092|GKDD-3241-MONOMER	100.0	100.0
KGA52161.1	gnl|YPES214092|GKDD-3182-MONOMER	100.0	100.0
KGA52163.1	gnl|YPES214092|GKDD-3174-MONOMER	100.0	100.0
KGA52164.1	gnl|YPES214092|GKDD-3155-MONOMER	100.0	100.0
KGA52165.1	gnl|YPES214092|GKDD-157-MONOMER	100.0	100.0
KGA52166.1	gnl|YPES214092|GKDD-3141-MONOMER	100.0	100.0
KGA52167.1	gnl|YPES214092|GKDD-163-MONOMER	100.0	100.0
KGA52168.1	gnl|YPES214092|GKDD-113-MONOMER	100.0	100.0
KGA52169.1	gnl|YPES214092|GKDD-158-MONOMER	100.0	100.0
KGA52170.1	gnl|YPES214092|GKDD-121-MONOMER	100.0	100.0
KGA52171.1	gnl|YPES214092|GKDD-155-MONOMER	100.0	100.0
KGA52172.1	gnl|YPES214092|GKDD-3215-MONOMER	100.0	100.0
KGA52105.1	gnl|YPES214092|GKDD-100-MONOMER	100.0	100.0
KGA52103.1	gnl|YPES214092|GKDD-3232-MONOMER	100.0	100.0
KGA51928.1	gnl|YPES214092|GKDD-1390-MONOMER	100.0	100.0
KGA51982.1	gnl|YPES214092|GKDD-1544-MONOMER	100.0	100.0
KGA51990.1	gnl|YPES214092|GKDD-1521-MONOMER	100.0	100.0
KGA51989.1	gnl|YPES214092|GKDD-1524-MONOMER	100.0	100.0
KGA51986.1	gnl|YPES214092|GKDD-1540-MONOMER	100.0	100.0
KGA51985.1	gnl|YPES214092|GKDD-1526-MONOMER	100.0	100.0
KGA51984.1	gnl|YPES214092|GKDD-1533-MONOMER	100.0	100.0
KGA51983.1	gnl|YPES214092|GKDD-1532-MONOMER	100.0	100.0
KGA51981.1	gnl|YPES214092|GKDD-1542-MONOMER	100.0	100.0
KGA51972.1	gnl|YPES214092|GKDD-1527-MONOMER	100.0	100.0
KGA51980.1	gnl|YPES214092|GKDD-1517-MONOMER	100.0	100.0
KGA51979.1	gnl|YPES214092|GKDD-1543-MONOMER	100.0	100.0
KGA51977.1	gnl|YPES214092|GKDD-1520-MONOMER	100.0	100.0
KGA51976.1	gnl|YPES214092|GKDD-1528-MONOMER	100.0	100.0
KGA51975.1	gnl|YPES214092|GKDD-1522-MONOMER	100.0	100.0
KGA51974.1	gnl|YPES214092|GKDD-1523-MONOMER	100.0	100.0
KGA51992.1	gnl|YPES214092|GKDD-3082-MONOMER	100.0	100.0
KGA51993.1	gnl|YPES214092|GKDD-3077-MONOMER	100.0	100.0
KGA51994.1	gnl|YPES214092|GKDD-3078-MONOMER	100.0	100.0
KGA51996.1	gnl|YPES214092|GKDD-3089-MONOMER	100.0	100.0
KGA51997.1	gnl|YPES214092|GKDD-3091-MONOMER	100.0	100.0
KGA52001.1	gnl|YPES214092|GKDD-3090-MONOMER	100.0	100.0
KGA52002.1	gnl|YPES214092|GKDD-3088-MONOMER	100.0	100.0
KGA52004.1	gnl|YPES214092|GKDD-3079-MONOMER	100.0	100.0
KGA52005.1	gnl|YPES214092|GKDD-3075-MONOMER	100.0	100.0
KGA52007.1	gnl|YPES214092|GKDD-3076-MONOMER	100.0	100.0
KGA52009.1	gnl|YPES214092|GKDD-3085-MONOMER	100.0	100.0
KGA52010.1	gnl|YPES214092|GKDD-3084-MONOMER	100.0	100.0
KGA52012.1	gnl|YPES214092|GKDD-3087-MONOMER	100.0	100.0
KGA52013.1	gnl|YPES214092|GKDD-3083-MONOMER	100.0	100.0
KGA52014.1	gnl|YPES214092|GKDD-3080-MONOMER	100.0	100.0
KGA52015.1	gnl|YPES214092|GKDD-3074-MONOMER	100.0	100.0
KGA52016.1	gnl|YPES214092|GKDD-3086-MONOMER	100.0	100.0
KGA51973.1	gnl|YPES214092|GKDD-1534-MONOMER	100.0	100.0
KGA51971.1	gnl|YPES214092|GKDD-1541-MONOMER	100.0	100.0
KGA52018.1	gnl|YPES214092|GKDD-4118-MONOMER	100.0	100.0
KGA51938.1	gnl|YPES214092|GKDD-1368-MONOMER	100.0	100.0
KGA51946.1	gnl|YPES214092|GKDD-1382-MONOMER	100.0	100.0
KGA51945.1	gnl|YPES214092|GKDD-1384-MONOMER	100.0	100.0
KGA51943.1	gnl|YPES214092|GKDD-1387-MONOMER	100.0	100.0
KGA51941.1	gnl|YPES214092|GKDD-1388-MONOMER	100.0	100.0
KGA51940.1	gnl|YPES214092|GKDD-1361-MONOMER	100.0	100.0
KGA51939.1	gnl|YPES214092|GKDD-1373-MONOMER	100.0	100.0
KGA51937.1	gnl|YPES214092|GKDD-1362-MONOMER	100.0	100.0
KGA51970.1	gnl|YPES214092|GKDD-1525-MONOMER	100.0	100.0
KGA51935.1	gnl|YPES214092|GKDD-1379-MONOMER	100.0	100.0
KGA51934.1	gnl|YPES214092|GKDD-1374-MONOMER	100.0	100.0
KGA51933.1	gnl|YPES214092|GKDD-1375-MONOMER	100.0	100.0
KGA51932.1	gnl|YPES214092|GKDD-1393-MONOMER	100.0	100.0
KGA51931.1	gnl|YPES214092|GKDD-1372-MONOMER	100.0	100.0
KGA51930.1	gnl|YPES214092|GKDD-1366-MONOMER	100.0	100.0
KGA51948.1	gnl|YPES214092|GKDD-1392-MONOMER	100.0	100.0
KGA51949.1	gnl|YPES214092|GKDD-1369-MONOMER	100.0	100.0
KGA51950.1	gnl|YPES214092|GKDD-1380-MONOMER	100.0	100.0
KGA51951.1	gnl|YPES214092|GKDD-1381-MONOMER	100.0	100.0
KGA51952.1	gnl|YPES214092|GKDD-1383-MONOMER	100.0	100.0
KGA51954.1	gnl|YPES214092|GKDD-1386-MONOMER	100.0	100.0
KGA51955.1	gnl|YPES214092|GKDD-1389-MONOMER	100.0	100.0
KGA51956.1	gnl|YPES214092|GKDD-1394-MONOMER	100.0	100.0
KGA51958.1	gnl|YPES214092|GKDD-1360-MONOMER	100.0	100.0
KGA51959.1	gnl|YPES214092|GKDD-1537-MONOMER	100.0	100.0
KGA51961.1	gnl|YPES214092|GKDD-1535-MONOMER	100.0	100.0
KGA51962.1	gnl|YPES214092|GKDD-1545-MONOMER	100.0	100.0
KGA51963.1	gnl|YPES214092|GKDD-1518-MONOMER	100.0	100.0
KGA51965.1	gnl|YPES214092|GKDD-1538-MONOMER	100.0	100.0
KGA51966.1	gnl|YPES214092|GKDD-1531-MONOMER	100.0	100.0
KGA51968.1	gnl|YPES214092|GKDD-1530-MONOMER	100.0	100.0
KGA51969.1	gnl|YPES214092|GKDD-1539-MONOMER	100.0	100.0
KGA52017.1	gnl|YPES214092|GKDD-4123-MONOMER	100.0	100.0
KGA52019.1	gnl|YPES214092|GKDD-4119-MONOMER	100.0	100.0
KGA52102.1	gnl|YPES214092|GKDD-3177-MONOMER	100.0	100.0
KGA52075.1	gnl|YPES214092|GKDD-3459-MONOMER	100.0	100.0
KGA52083.1	gnl|YPES214092|GKDD-3217-MONOMER	100.0	100.0
KGA52082.1	gnl|YPES214092|GKDD-3164-MONOMER	100.0	100.0
KGA52081.1	gnl|YPES214092|GKDD-3251-MONOMER	100.0	100.0
KGA52080.1	gnl|YPES214092|GKDD-3219-MONOMER	100.0	100.0
KGA52079.1	gnl|YPES214092|GKDD-3222-MONOMER	100.0	100.0
KGA52078.1	gnl|YPES214092|GKDD-3136-MONOMER	100.0	100.0
KGA52074.1	gnl|YPES214092|GKDD-3461-MONOMER	100.0	100.0
KGA52060.1	gnl|YPES214092|GKDD-1031-MONOMER	100.0	100.0
KGA52069.1	gnl|YPES214092|GKDD-4117-MONOMER	100.0	100.0
KGA52066.1	gnl|YPES214092|GKDD-911-MONOMER	100.0	100.0
KGA52065.1	gnl|YPES214092|GKDD-3103-MONOMER	100.0	100.0
KGA52064.1	gnl|YPES214092|GKDD-3100-MONOMER	100.0	100.0
KGA52063.1	gnl|YPES214092|GKDD-3101-MONOMER	100.0	100.0
KGA52062.1	gnl|YPES214092|GKDD-3104-MONOMER	100.0	100.0
KGA52084.1	gnl|YPES214092|GKDD-3203-MONOMER	100.0	100.0
KGA52085.1	gnl|YPES214092|GKDD-151-MONOMER	100.0	100.0
KGA52086.1	gnl|YPES214092|GKDD-3245-MONOMER	100.0	100.0
KGA52087.1	gnl|YPES214092|GKDD-3169-MONOMER	100.0	100.0
KGA52088.1	gnl|YPES214092|GKDD-3201-MONOMER	100.0	100.0
KGA52089.1	gnl|YPES214092|GKDD-3198-MONOMER	100.0	100.0
KGA52090.1	gnl|YPES214092|GKDD-145-MONOMER	100.0	100.0
KGA52091.1	gnl|YPES214092|GKDD-3143-MONOMER	100.0	100.0
KGA52092.1	gnl|YPES214092|GKDD-129-MONOMER	100.0	100.0
KGA52093.1	gnl|YPES214092|GKDD-3179-MONOMER	100.0	100.0
KGA52094.1	gnl|YPES214092|GKDD-135-MONOMER	100.0	100.0
KGA52095.1	gnl|YPES214092|GKDD-162-MONOMER	100.0	100.0
KGA52096.1	gnl|YPES214092|GKDD-116-MONOMER	100.0	100.0
KGA52097.1	gnl|YPES214092|GKDD-3195-MONOMER	100.0	100.0
KGA52099.1	gnl|YPES214092|GKDD-3224-MONOMER	100.0	100.0
KGA52100.1	gnl|YPES214092|GKDD-3243-MONOMER	100.0	100.0
KGA52101.1	gnl|YPES214092|GKDD-3192-MONOMER	100.0	100.0
KGA52061.1	gnl|YPES214092|GKDD-3102-MONOMER	100.0	100.0
KGA52058.1	gnl|YPES214092|GKDD-1026-MONOMER	100.0	100.0
KGA52020.1	gnl|YPES214092|GKDD-4120-MONOMER	100.0	100.0
KGA52033.1	gnl|YPES214092|GKDD-1662-MONOMER	100.0	100.0
KGA52039.1	gnl|YPES214092|GKDD-1663-MONOMER	100.0	100.0
KGA52038.1	gnl|YPES214092|GKDD-1667-MONOMER	100.0	100.0
KGA52037.1	gnl|YPES214092|GKDD-1668-MONOMER	100.0	100.0
KGA52036.1	gnl|YPES214092|GKDD-1661-MONOMER	100.0	100.0
KGA52035.1	gnl|YPES214092|GKDD-1652-MONOMER	100.0	100.0
KGA52034.1	gnl|YPES214092|GKDD-1670-MONOMER	100.0	100.0
KGA52031.1	gnl|YPES214092|GKDD-1660-MONOMER	100.0	100.0
KGA52057.1	gnl|YPES214092|GKDD-1025-MONOMER	100.0	100.0
KGA52028.1	gnl|YPES214092|GKDD-1654-MONOMER	100.0	100.0
KGA52025.1	gnl|YPES214092|GKDD-1664-MONOMER	100.0	100.0
KGA52024.1	gnl|YPES214092|GKDD-1658-MONOMER	100.0	100.0
KGA52023.1	gnl|YPES214092|GKDD-1669-MONOMER	100.0	100.0
KGA52022.1	gnl|YPES214092|GKDD-4121-MONOMER	100.0	100.0
KGA52021.1	gnl|YPES214092|GKDD-4122-MONOMER	100.0	100.0
KGA52040.1	gnl|YPES214092|GKDD-1656-MONOMER	100.0	100.0
KGA52041.1	gnl|YPES214092|GKDD-1653-MONOMER	100.0	100.0
KGA52042.1	gnl|YPES214092|GKDD-1657-MONOMER	100.0	100.0
KGA52043.1	gnl|YPES214092|GKDD-1655-MONOMER	100.0	100.0
KGA52044.1	gnl|YPES214092|GKDD-917-MONOMER	100.0	100.0
KGA52045.1	gnl|YPES214092|GKDD-1401-MONOMER	100.0	100.0
KGA52045.1	gnl|YPES214092|GKDD-914-MONOMER	100.0	100.0
KGA52046.1	gnl|YPES214092|GKDD-913-MONOMER	100.0	100.0
KGA52047.1	gnl|YPES214092|GKDD-1399-MONOMER	100.0	100.0
KGA52047.1	gnl|YPES214092|GKDD-916-MONOMER	100.0	100.0
KGA52049.1	gnl|YPES214092|GKDD-915-MONOMER	100.0	100.0
KGA52050.1	gnl|YPES214092|GKDD-1022-MONOMER	100.0	100.0
KGA52051.1	gnl|YPES214092|GKDD-1023-MONOMER	100.0	100.0
KGA52053.1	gnl|YPES214092|GKDD-1024-MONOMER	100.0	100.0
KGA52054.1	gnl|YPES214092|GKDD-1027-MONOMER	100.0	100.0
KGA52055.1	gnl|YPES214092|GKDD-1028-MONOMER	100.0	100.0
KGA52056.1	gnl|YPES214092|GKDD-1029-MONOMER	100.0	100.0
KGA52207.1	gnl|YPES214092|GKDD-716-MONOMER	100.0	100.0
KGA52207.1	gnl|YPES214092|GKDD-935-MONOMER	100.0	100.0
KGA52208.1	gnl|YPES214092|GKDD-3199-MONOMER	100.0	100.0
KGA52413.1	gnl|YPES214092|GKDD-497-MONOMER	100.0	100.0
KGA52419.1	gnl|YPES214092|GKDD-443-MONOMER	100.0	100.0
KGA52418.1	gnl|YPES214092|GKDD-1293-MONOMER	100.0	100.0
KGA52417.1	gnl|YPES214092|GKDD-391-MONOMER	100.0	100.0
KGA52416.1	gnl|YPES214092|GKDD-29-MONOMER	100.0	100.0
KGA52415.1	gnl|YPES214092|GKDD-3071-MONOMER	100.0	100.0
KGA52414.1	gnl|YPES214092|GKDD-415-MONOMER	100.0	100.0
KGA52412.1	gnl|YPES214092|GKDD-3055-MONOMER	100.0	100.0
KGA52404.1	gnl|YPES214092|GKDD-398-MONOMER	100.0	100.0
KGA52411.1	gnl|YPES214092|GKDD-428-MONOMER	100.0	100.0
KGA52410.1	gnl|YPES214092|GKDD-461-MONOMER	100.0	100.0
KGA52409.1	gnl|YPES214092|GKDD-27-MONOMER	100.0	100.0
KGA52408.1	gnl|YPES214092|GKDD-455-MONOMER	100.0	100.0
KGA52407.1	gnl|YPES214092|GKDD-430-MONOMER	100.0	100.0
KGA52406.1	gnl|YPES214092|GKDD-411-MONOMER	100.0	100.0
KGA52420.1	gnl|YPES214092|GKDD-471-MONOMER	100.0	100.0
KGA52421.1	gnl|YPES214092|GKDD-1281-MONOMER	100.0	100.0
KGA52422.1	gnl|YPES214092|GKDD-1279-MONOMER	100.0	100.0
KGA52424.1	gnl|YPES214092|GKDD-432-MONOMER	100.0	100.0
KGA52425.1	gnl|YPES214092|GKDD-378-MONOMER	100.0	100.0
KGA52426.1	gnl|YPES214092|GKDD-499-MONOMER	100.0	100.0
KGA52427.1	gnl|YPES214092|GKDD-3047-MONOMER	100.0	100.0
KGA52428.1	gnl|YPES214092|GKDD-3068-MONOMER	100.0	100.0
KGA52430.1	gnl|YPES214092|GKDD-451-MONOMER	100.0	100.0
KGA52432.1	gnl|YPES214092|GKDD-470-MONOMER	100.0	100.0
KGA52433.1	gnl|YPES214092|GKDD-3059-MONOMER	100.0	100.0
KGA52435.1	gnl|YPES214092|GKDD-424-MONOMER	100.0	100.0
KGA52436.1	gnl|YPES214092|GKDD-483-MONOMER	100.0	100.0
KGA52437.1	gnl|YPES214092|GKDD-3067-MONOMER	100.0	100.0
KGA52438.1	gnl|YPES214092|GKDD-3036-MONOMER	100.0	100.0
KGA52439.1	gnl|YPES214092|GKDD-1277-MONOMER	100.0	100.0
KGA52440.1	gnl|YPES214092|GKDD-449-MONOMER	100.0	100.0
KGA52405.1	gnl|YPES214092|GKDD-3066-MONOMER	100.0	100.0
KGA52403.1	gnl|YPES214092|GKDD-492-MONOMER	100.0	100.0
KGA52442.1	gnl|YPES214092|GKDD-1275-MONOMER	100.0	100.0
KGA52376.1	gnl|YPES214092|GKDD-400-MONOMER	100.0	100.0
KGA52382.1	gnl|YPES214092|GKDD-3057-MONOMER	100.0	100.0
KGA52381.1	gnl|YPES214092|GKDD-484-MONOMER	100.0	100.0
KGA52380.1	gnl|YPES214092|GKDD-1299-MONOMER	100.0	100.0
KGA52379.1	gnl|YPES214092|GKDD-434-MONOMER	100.0	100.0
KGA52378.1	gnl|YPES214092|GKDD-33-MONOMER	100.0	100.0
KGA52377.1	gnl|YPES214092|GKDD-3063-MONOMER	100.0	100.0
KGA52374.1	gnl|YPES214092|GKDD-445-MONOMER	100.0	100.0
KGA52402.1	gnl|YPES214092|GKDD-431-MONOMER	100.0	100.0
KGA52373.1	gnl|YPES214092|GKDD-1282-MONOMER	100.0	100.0
KGA52372.1	gnl|YPES214092|GKDD-34-MONOMER	100.0	100.0
KGA52371.1	gnl|YPES214092|GKDD-3054-MONOMER	100.0	100.0
KGA52370.1	gnl|YPES214092|GKDD-421-MONOMER	100.0	100.0
KGA52369.1	gnl|YPES214092|GKDD-392-MONOMER	100.0	100.0
KGA52368.1	gnl|YPES214092|GKDD-494-MONOMER	100.0	100.0
KGA52383.1	gnl|YPES214092|GKDD-462-MONOMER	100.0	100.0
KGA52384.1	gnl|YPES214092|GKDD-380-MONOMER	100.0	100.0
KGA52386.1	gnl|YPES214092|GKDD-3040-MONOMER	100.0	100.0
KGA52387.1	gnl|YPES214092|GKDD-425-MONOMER	100.0	100.0
KGA52388.1	gnl|YPES214092|GKDD-390-MONOMER	100.0	100.0
KGA52389.1	gnl|YPES214092|GKDD-1296-MONOMER	100.0	100.0
KGA52390.1	gnl|YPES214092|GKDD-450-MONOMER	100.0	100.0
KGA52391.1	gnl|YPES214092|GKDD-1292-MONOMER	100.0	100.0
KGA52392.1	gnl|YPES214092|GKDD-481-MONOMER	100.0	100.0
KGA52394.1	gnl|YPES214092|GKDD-487-MONOMER	100.0	100.0
KGA52395.1	gnl|YPES214092|GKDD-3037-MONOMER	100.0	100.0
KGA52396.1	gnl|YPES214092|GKDD-429-MONOMER	100.0	100.0
KGA52397.1	gnl|YPES214092|GKDD-396-MONOMER	100.0	100.0
KGA52398.1	gnl|YPES214092|GKDD-441-MONOMER	100.0	100.0
KGA52399.1	gnl|YPES214092|GKDD-1295-MONOMER	100.0	100.0
KGA52400.1	gnl|YPES214092|GKDD-1297-MONOMER	100.0	100.0
KGA52401.1	gnl|YPES214092|GKDD-382-MONOMER	100.0	100.0
KGA52441.1	gnl|YPES214092|GKDD-477-MONOMER	100.0	100.0
KGA52443.1	gnl|YPES214092|GKDD-459-MONOMER	100.0	100.0
